step,wallclock_s,schedule_step,lambda_disc_active,gamma_disc_active,target_rhs_active,sigma,sigma_pi,rho_unsafe_v,rho_unsafe_pi,collect_proj_mag,collect_infeasible,L_R,L_V_total,value_target_unsafe_frac,rho_unsafe_label,label_mean,tail_push_mean,tail_exceed_frac,loss_pi_b,recovery_residual_norm,L_feas_raw,L_feas_weighted,gate_active_frac,gate_n_constructed,gate_n_kept,gate_doomed_frac,lg_norm_gate_mean,lg_norm_gate_p50,injected_fraction_actual,injected_target_mean,injected_target_unsafe_frac,L_sobolev_raw,L_sobolev_weighted,sob_grad_label_v_frac,sob_grad_label_v_mean,sob_dhdv_pred_mean,sob_v_spline_mean,sob_gate_mean,sob_gate_frac_active,sob_gate_dhdv_pred,L_in_task,L_anorm,L_smooth,L_satex,L_pretanh,L_out,L_pi_total,grad_norm_VS,grad_norm_pi,grad_leak_VS_from_Lpi,abs_action_mean,abs_action_max,satfrac_a_phi,L_rate_raw,L_rate_weighted,mean_abs_du,L_u_raw,L_u_weighted,L_deficit,mean_deficit_active,deficit_active_frac,deficit_clip_frac,mean_abs_deficit_feature,L_friction,proj_mag_bptt,probe_h_min,probe_h_max,probe_h_mean
25400,15751.314381361008,23400,0.266924839057892,0.9867424242424242,0.6235714285714286,1.955211881523634,0.0,0.06451612903225806,0.17061611374407584,0.0,0.0,0.017804060131311417,0.017804060131311417,0.048258463541666664,0.048258463541666664,-0.6094021201133728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.6102294921875,158.8022918701172,2.941092014312744,0.0,0.06528853625059128,0.01150584314018488,175.91319274902344,0.09502043575048447,92.09851837158203,0.0,3.118636131286621,19.6200008392334,0.2790364623069763,11.554729461669922,0.0,1.3692400455474854,156.33822631835938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6397170424461365,-0.8508895039558411,0.8638999462127686,-0.48041003942489624
25600,15899.161734580994,23600,0.26490453500041355,0.9868421052631579,0.63,1.9595787230750794,0.0,0.07051282051282051,0.15492957746478872,0.0,0.0,0.017805878072977066,0.017805878072977066,0.046793619791666664,0.046793619791666664,-0.6086584528287252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.27001953125,157.64974975585938,2.566317319869995,0.0,0.052813950926065445,0.00965556688606739,160.46485900878906,0.08359887450933456,52.56132125854492,0.0,3.108611822128296,19.6200008392334,0.3040771782398224,10.18542194366455,0.0,1.2515599727630615,154.9060516357422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5650302171707153,-0.8713809251785278,0.79634690284729,-0.48317617177963257
25800,16036.30653333664,23800,0.2629145842500523,0.9869402985074627,0.6364285714285715,1.878519797575259,0.0,0.10897435897435898,0.13392857142857142,0.0,0.0,0.018043724820017815,0.018043724820017815,0.046142578125,0.046142578125,-0.6066281199455261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.05593872070312,155.8481903076172,2.7211625576019287,0.0,0.049959179013967514,0.011562006548047066,157.1738739013672,0.09696269035339355,80.44337463378906,0.0,3.0886342525482178,19.6200008392334,0.27210289239883423,9.99946403503418,0.0,1.2590101957321167,153.14022827148438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5553334951400757,-0.8838331699371338,0.9319165945053101,-0.4776886999607086
26000,16173.128343820572,24000,0.26095430784951035,0.987037037037037,0.6428571428571429,1.8903641173116712,0.0,0.03821656050955414,0.11764705882352941,0.0,0.0,0.01831754669547081,0.01831754669547081,0.049479166666666664,0.049479166666666664,-0.6015438238779703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.90184020996094,158.8494873046875,2.7499074935913086,0.0,0.06005339324474335,0.01549253799021244,158.18402099609375,0.07910759747028351,62.85869216918945,0.0,3.0866410732269287,19.6200008392334,0.2579915523529053,10.750385284423828,0.0,1.2863950729370117,154.86062622070312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6066043972969055,-0.8940161466598511,0.8901044130325317,-0.48536837100982666
26200,16309.750666856766,24200,0.25902304694155787,0.9871323529411765,0.6492857142857142,1.9010536158737834,0.0,0.0641025641025641,0.13761467889908258,0.0,0.0,0.018260175362229347,0.018260175362229347,0.046549479166666664,0.046549479166666664,-0.6088138421376547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.97462463378906,155.50559997558594,2.8611676692962646,0.0,0.05257180705666542,0.009897377341985703,155.09156799316406,0.08756714314222336,41.64093780517578,0.0,3.070530652999878,19.6200008392334,0.24673666059970856,10.396105766296387,0.0,1.2853559255599976,152.9414520263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023094654083252,-0.9017887711524963,0.8611117601394653,-0.48178350925445557
26400,16446.501017332077,24400,0.2571201620306805,0.9872262773722628,0.6557142857142857,1.9107008883260894,0.0,0.03205128205128205,0.1,0.0,0.0,0.018077677115797997,0.018077677115797997,0.046956380208333336,0.046956380208333336,-0.6048384308815002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.76394653320312,156.26280212402344,2.7228293418884277,0.0,0.049030132591724396,0.011476106941699982,151.90184020996094,0.08060029149055481,92.44235229492188,0.0,3.0853404998779297,19.6200008392334,0.28242188692092896,10.216461181640625,0.0,1.285736322402954,152.9453582763672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5938335657119751,-0.8735713362693787,0.8651864528656006,-0.4834723472595215
26600,16583.187960386276,24600,0.2552450322770236,0.9873188405797102,0.6621428571428573,1.9194075517142957,0.0,0.07051282051282051,0.13839285714285715,0.0,0.0,0.018293600529432297,0.018293600529432297,0.048583984375,0.048583984375,-0.5991860032081604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.12327575683594,159.6847686767578,2.7571194171905518,0.0,0.0498184859752655,0.011610433459281921,169.4365234375,0.0996820330619812,42.097877502441406,0.0,3.1088149547576904,19.6200008392334,0.25007325410842896,10.886804580688477,0.0,1.3087968826293945,156.8641357421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6105055809020996,-0.8941216468811035,0.8178057074546814,-0.4967436194419861
26800,16719.842301607132,24800,0.25339705482103553,0.987410071942446,0.6685714285714286,1.927265315422152,0.0,0.05128205128205128,0.12264150943396226,0.0,0.0,0.01728992722928524,0.01728992722928524,0.043294270833333336,0.043294270833333336,-0.6043304602305094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.3782958984375,155.37088012695312,2.608783483505249,0.0,0.046193525195121765,0.01209086924791336,154.45753479003906,0.0762697383761406,47.755271911621094,0.0,3.075094223022461,19.6200008392334,0.24261882901191711,10.316885948181152,0.0,1.2740880250930786,152.3882293701172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5913301110267639,-0.8947885036468506,0.8530565500259399,-0.48131483793258667
27000,16856.37406039238,25000,0.25157564413720146,0.9875,0.675,1.934356947168492,0.0,0.07051282051282051,0.13679245283018868,0.0,0.0,0.01816774532198906,0.01816774532198906,0.047526041666666664,0.047526041666666664,-0.5970416069030762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.7847900390625,159.50860595703125,2.8775651454925537,0.0,0.061003509908914566,0.013176992535591125,178.11293029785156,0.07656684517860413,72.02719116210938,0.0,3.1013333797454834,19.6200008392334,0.27554526925086975,11.73775577545166,0.0,1.3681689500808716,155.16587829589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6620123982429504,-0.886999785900116,0.7509942054748535,-0.4736701548099518
27200,17005.36788392067,25200,0.24978023141549843,0.9875886524822695,0.6814285714285714,1.940757144819564,0.0,0.050955414012738856,0.12037037037037036,0.0,0.0,0.018409488722682,0.018409488722682,0.045328776041666664,0.045328776041666664,-0.6014436682065328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.66726684570312,157.61428833007812,3.0133304595947266,0.0,0.05908014252781868,0.013056466355919838,172.9123077392578,0.08580785989761353,73.76482391357422,0.0,3.0826528072357178,19.6200008392334,0.2768310606479645,12.036627769470215,0.0,1.3951318264007568,153.2668914794922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6841071844100952,-0.8909813165664673,0.7606160640716553,-0.47601836919784546
27400,17143.040821313858,25400,0.24801026396910147,0.9876760563380281,0.6878571428571428,1.9465333231996564,0.0,0.07051282051282051,0.09251101321585903,0.0,0.0,0.018163524568080902,0.018163524568080902,0.044921875,0.044921875,-0.6031815807024637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.85675048828125,153.7238311767578,2.8510079383850098,0.0,0.05724850669503212,0.012524130754172802,167.8890380859375,0.06994063407182693,62.09158706665039,0.0,3.07078218460083,19.6200008392334,0.25646159052848816,10.651323318481445,0.0,1.2975962162017822,151.87159729003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6088402271270752,-0.8863475918769836,0.8128403425216675,-0.4783010482788086
27600,17280.57517528534,25600,0.246265204667138,0.9877622377622378,0.6942857142857143,1.8709963241876897,0.0,0.07051282051282051,0.1339712918660287,0.0,0.0,0.018735041841864586,0.018735041841864586,0.044840494791666664,0.044840494791666664,-0.5991547703742981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.11045837402344,156.85704040527344,2.7223763465881348,0.0,0.0563255175948143,0.012145181186497211,178.28550720214844,0.07949609309434891,53.41303634643555,0.0,3.084146738052368,19.6200008392334,0.22894695401191711,10.208380699157715,0.0,1.2571393251419067,154.31280517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5640035271644592,-0.8926650881767273,0.6721855998039246,-0.4846653938293457
27800,17417.93198275566,25800,0.2445445313912066,0.9878472222222222,0.7007142857142857,1.88357418257939,0.0,0.09554140127388536,0.13658536585365855,0.0,0.0,0.018934136256575584,0.018934136256575584,0.045003255208333336,0.045003255208333336,-0.5953901410102844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.71102905273438,155.39581298828125,2.6033174991607666,0.0,0.05202155560255051,0.0138612762093544,172.79733276367188,0.07084429264068604,59.14092254638672,0.0,3.050333261489868,19.6200008392334,0.22268880903720856,10.677992820739746,0.0,1.270851969718933,151.8756866455078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343386769294739,-0.8719123005867004,0.7207262516021729,-0.468294620513916
28000,17555.11543059349,26000,0.2428477365145085,0.9879310344827587,0.7071428571428572,1.8949256997778994,0.0,0.05732484076433121,0.1619047619047619,0.0,0.0,0.018135203048586845,0.018135203048586845,0.047200520833333336,0.047200520833333336,-0.5968180894851685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.68344116210938,151.9256591796875,2.873358964920044,0.0,0.05918017402291298,0.012592400424182415,161.63002014160156,0.07038766890764236,63.72496795654297,0.0,3.064774751663208,19.6200008392334,0.2753092646598816,11.020448684692383,0.0,1.3189654350280762,149.51644897460938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6163961291313171,-0.9264765977859497,0.8120648860931396,-0.4677395820617676
28200,17692.28121614456,26200,0.24117432640254974,0.988013698630137,0.7135714285714285,1.905170444049554,0.0,0.06369426751592357,0.12217194570135746,0.0,0.0,0.018152792006731033,0.018152792006731033,0.048583984375,0.048583984375,-0.5969497164090475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.83934020996094,156.8626708984375,2.903268814086914,0.0,0.05261508375406265,0.014789999462664127,167.0298614501953,0.07482984662055969,43.51509094238281,0.0,3.079038143157959,19.6200008392334,0.24044597148895264,11.279172897338867,0.0,1.3289532661437988,154.64727783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6346271634101868,-0.899362325668335,0.7809641361236572,-0.46020251512527466
28400,17829.48647761345,26400,0.239523820934313,0.9880952380952381,0.7200000000000001,1.9144163257547226,0.0,0.025477707006369428,0.1261682242990654,0.0,0.0,0.01933213695883751,0.01933213695883751,0.046468098958333336,0.046468098958333336,-0.592933714389801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.8094482421875,158.7906951904297,3.1463828086853027,0.0,0.05466734990477562,0.018861180171370506,163.1239471435547,0.08815576881170273,92.0785903930664,0.0,3.1007392406463623,19.6200008392334,0.2731364071369171,12.444238662719727,0.0,1.4432076215744019,155.4961395263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6768438220024109,-0.8674379587173462,0.8197484016418457,-0.4437357783317566
28600,17978.53283548355,26600,0.23789575304298413,0.9881756756756757,0.7264285714285714,1.922760733993637,0.0,0.03225806451612903,0.15121951219512195,0.0,0.0,0.018303439021110535,0.018303439021110535,0.044596354166666664,0.044596354166666664,-0.5962706605593363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.6251678466797,155.68057250976562,2.8727686405181885,0.0,0.05230441316962242,0.012938916683197021,170.75265502929688,0.07841476798057556,68.73075103759766,0.0,3.054277181625366,19.6200008392334,0.2391764521598816,11.347805976867676,0.0,1.3740947246551514,152.5883331298828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6654720306396484,-0.9256373047828674,0.7779033184051514,-0.47439002990722656
28800,18116.632643461227,26800,0.23628966827526016,0.988255033557047,0.7328571428571429,1.9302915624292574,0.0,0.05194805194805195,0.12903225806451613,0.0,0.0,0.01846001297235489,0.01846001297235489,0.04443359375,0.04443359375,-0.5938383539517721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.55792236328125,157.7150421142578,3.026827096939087,0.0,0.05857264995574951,0.0153139503672719,169.80953979492188,0.11402438580989838,48.70071792602539,0.0,3.1060194969177246,19.6200008392334,0.2848307490348816,12.532939910888672,0.0,1.459473729133606,155.25819396972656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711830198764801,-0.9163289070129395,0.7508259415626526,-0.47639161348342896
29000,18254.35728931427,27000,0.23470512436841928,0.9883333333333333,0.7392857142857143,1.9370881350924047,0.0,0.045454545454545456,0.11711711711711711,0.0,0.0,0.01870875060558319,0.01870875060558319,0.043375651041666664,0.043375651041666664,-0.5985615054766337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.8962860107422,156.5934295654297,2.892080307006836,0.0,0.05349861830472946,0.010009422898292542,175.07167053222656,0.11994247138500214,81.66226196289062,0.0,3.0945024490356445,19.6200008392334,0.2679687738418579,10.75831127166748,0.0,1.337996482849121,154.92376708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6384960412979126,-0.8890714645385742,0.5920337438583374,-0.48551082611083984
29200,18392.337126255035,27200,0.2331416908442573,0.9884105960264901,0.7457142857142858,1.9432220419208952,0.0,0.07142857142857142,0.11555555555555555,0.0,0.0,0.018958665430545807,0.018958665430545807,0.04345703125,0.04345703125,-0.5940796335538229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.31851196289062,159.86550903320312,2.9489636421203613,0.0,0.06134753301739693,0.014176256954669952,182.67227172851562,0.0996420830488205,41.50653076171875,0.0,3.1128556728363037,19.6200008392334,0.26701661944389343,11.583844184875488,0.0,1.3737777471542358,157.9854278564453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6627837419509888,-0.894483745098114,0.6011873483657837,-0.4680786728858948
29400,18530.16963839531,27400,0.23159894861918842,0.9884868421052632,0.7521428571428572,1.948757892833608,0.0,0.07142857142857142,0.16019417475728157,0.0,0.0,0.01910497061908245,0.01910497061908245,0.046875,0.046875,-0.5916821559270223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.46144104003906,155.8282470703125,2.8317697048187256,0.0,0.05462170019745827,0.013510314747691154,166.59471130371094,0.12489424645900726,64.88673400878906,0.0,3.0860588550567627,19.6200008392334,0.2673746943473816,11.308396339416504,0.0,1.3604053258895874,153.42677307128906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6273781657218933,-0.8569900989532471,0.7167302370071411,-0.4675142168998718
29600,18667.73942708969,27600,0.23007648962969154,0.988562091503268,0.7585714285714286,1.9537539982823313,0.0,0.0784313725490196,0.14285714285714285,0.0,0.0,0.018566040322184563,0.018566040322184563,0.046549479166666664,0.046549479166666664,-0.5910975535710653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.3043670654297,153.95213317871094,2.627361536026001,0.0,0.055270031094551086,0.010234485380351543,164.3230438232422,0.0814199149608612,36.853759765625,0.0,3.0611867904663086,19.6200008392334,0.2503499388694763,10.733588218688965,0.0,1.2938624620437622,151.56520080566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6125363707542419,-0.8632679581642151,0.6816819906234741,-0.48006802797317505
29800,18805.124245882034,27800,0.22857391647245487,0.9886363636363636,0.765,1.958262983449804,0.0,0.06535947712418301,0.16666666666666666,0.0,0.0,0.01870059221982956,0.01870059221982956,0.045003255208333336,0.045003255208333336,-0.5918074051539103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.33522033691406,155.13067626953125,2.7083375453948975,0.0,0.047618232667446136,0.011247891932725906,159.41357421875,0.10751840472221375,87.33094787597656,0.0,3.064483880996704,19.6200008392334,0.23963217437267303,11.284547805786133,0.0,1.3275620937347412,152.48837280273438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6469167470932007,-0.9209677577018738,0.7387670874595642,-0.4877663850784302
30000,18942.643644809723,28000,0.22709084205851568,0.9887096774193549,0.7714285714285714,1.962332342563448,0.0,0.05228758169934641,0.18779342723004694,0.0,0.0,0.018808411434292793,0.018808411434292793,0.045979817708333336,0.045979817708333336,-0.5835057099660238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.63026428222656,157.10374450683594,2.898855686187744,0.0,0.05708644539117813,0.01838785782456398,156.83795166015625,0.07507491111755371,31.490755081176758,0.0,3.0757856369018555,19.6200008392334,0.2630859613418579,12.155304908752441,0.0,1.387999176979065,153.95877075195312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693263590335846,-0.9007793664932251,0.813292384147644,-0.46849602460861206
30200,19091.932632684708,28200,0.2256268892807962,0.9887820512820513,0.7778571428571429,1.966004939163512,0.0,0.032679738562091505,0.14883720930232558,0.0,0.0,0.018929850310087204,0.018929850310087204,0.047200520833333336,0.047200520833333336,-0.5832962592442831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.64707946777344,151.1686553955078,2.8546016216278076,0.0,0.0517585389316082,0.015729118138551712,151.5474395751953,0.08902961015701294,107.88369750976562,0.0,3.039008140563965,19.6200008392334,0.2511637508869171,11.384029388427734,0.0,1.3486552238464355,148.5974578857422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6753259301185608,-0.8934577107429504,0.7397337555885315,-0.46829894185066223
30400,19230.082167863846,28400,0.2241816906943993,0.9888535031847133,0.7842857142857144,1.9693194575950694,0.0,0.05228758169934641,0.08444444444444445,0.0,0.0,0.018211252987384796,0.018211252987384796,0.044270833333333336,0.044270833333333336,-0.5867176055908203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.74642944335938,158.0862274169922,2.8588056564331055,0.0,0.05236242339015007,0.014287387020885944,163.99327087402344,0.08067111670970917,82.00096130371094,0.0,3.0968713760375977,19.6200008392334,0.27101239562034607,12.01701545715332,0.0,1.3732872009277344,155.25967407226562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7167985439300537,-0.9220519065856934,0.8239757418632507,-0.4824357032775879
30600,19367.727425575256,28600,0.22275488820911743,0.9889240506329114,0.7907142857142857,1.9723108104795504,0.0,0.0392156862745098,0.15492957746478872,0.0,0.0,0.019037995487451553,0.019037995487451553,0.046468098958333336,0.046468098958333336,-0.5837687452634176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.33029174804688,156.9176483154297,2.7156147956848145,0.0,0.052650026977062225,0.01690119504928589,159.5054473876953,0.0905606672167778,67.82635498046875,0.0,3.0697903633117676,19.6200008392334,0.2349853664636612,10.894974708557129,0.0,1.2892321348190308,155.03797912597656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589552104473114,-0.8906630873680115,0.767479658126831,-0.4582553505897522
30800,19505.483635902405,28800,0.22134613279363344,0.9889937106918238,0.7971428571428572,1.975010506457794,0.0,0.05921052631578947,0.12217194570135746,0.0,0.0,0.018215781077742577,0.018215781077742577,0.043294270833333336,0.043294270833333336,-0.5886375506718954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.233642578125,155.7433624267578,2.7594964504241943,0.0,0.056160058826208115,0.013088203966617584,166.3568572998047,0.08100547641515732,42.12763214111328,0.0,3.080632448196411,19.6200008392334,0.24740397930145264,10.910411834716797,0.0,1.3099960088729858,153.80511474609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6239823698997498,-0.8693501949310303,0.6803286671638489,-0.473183810710907
31000,19643.328659057617,29000,0.21995508419082796,0.9890625,0.8035714285714286,1.9774469820781593,0.0,0.0915032679738562,0.12962962962962962,0.0,0.0,0.018356578424572945,0.018356578424572945,0.048583984375,0.048583984375,-0.5811892151832581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.1978759765625,154.98489379882812,2.6933341026306152,0.0,0.0580081008374691,0.013329568319022655,158.27845764160156,0.08600439131259918,76.67559814453125,0.0,3.0597076416015625,19.6200008392334,0.23686525225639343,11.077710151672363,0.0,1.3051855564117432,152.56683349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056267023086548,-0.8996022939682007,0.6797497272491455,-0.4725780785083771
31200,19781.44117283821,29200,0.21858141064380632,0.9891304347826086,0.81,1.9796459013255387,0.0,0.0718954248366013,0.1493212669683258,0.0,0.0,0.01737450435757637,0.01737450435757637,0.044026692708333336,0.044026692708333336,-0.5834193030993143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.47018432617188,155.44900512695312,2.666215658187866,0.0,0.05805710703134537,0.014316733926534653,159.57159423828125,0.06848199665546417,69.00113677978516,0.0,3.061246395111084,19.6200008392334,0.2381429225206375,10.92546558380127,0.0,1.293254017829895,153.17344665527344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6294885277748108,-0.9037653207778931,0.6728785634040833,-0.4626597762107849
31400,19919.260942935944,29400,0.21722478863209405,0.9891975308641975,0.8164285714285714,1.9816304259462987,0.0,0.09803921568627451,0.13636363636363635,0.0,0.0,0.0197734497487545,0.0197734497487545,0.047526041666666664,0.047526041666666664,-0.5791447559992472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.516357421875,154.34451293945312,2.8264763355255127,0.0,0.05978577956557274,0.013555658981204033,174.58009338378906,0.07654920965433121,100.5476303100586,0.0,3.05914568901062,19.6200008392334,0.27271324396133423,11.57174301147461,0.0,1.3550480604171753,151.14100646972656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6791474223136902,-0.8744682669639587,0.7275995016098022,-0.4743519425392151
31600,20068.228293180466,29600,0.21588490261761023,0.9892638036809815,0.8228571428571428,1.9834214594165345,0.0,0.09868421052631579,0.13452914798206278,0.0,0.0,0.018188761547207832,0.018188761547207832,0.045735677083333336,0.045735677083333336,-0.5820836424827576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.74765014648438,156.43777465820312,2.7911252975463867,0.0,0.058677807450294495,0.015034153126180172,171.91184997558594,0.08663801848888397,48.198020935058594,0.0,3.062498092651367,19.6200008392334,0.251953125,12.460177421569824,0.0,1.395546317100525,153.2918701171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7510560750961304,-0.9087393879890442,0.6454668045043945,-0.4725930690765381
