step,wallclock_s,schedule_step,lambda_disc_active,gamma_disc_active,target_rhs_active,sigma,sigma_pi,rho_unsafe_v,rho_unsafe_pi,collect_proj_mag,collect_infeasible,L_R,L_V_total,value_target_unsafe_frac,rho_unsafe_label,label_mean,tail_push_mean,tail_exceed_frac,loss_pi_b,recovery_residual_norm,L_feas_raw,L_feas_weighted,gate_active_frac,gate_n_constructed,gate_n_kept,gate_doomed_frac,lg_norm_gate_mean,lg_norm_gate_p50,injected_fraction_actual,injected_target_mean,injected_target_unsafe_frac,L_sobolev_raw,L_sobolev_weighted,sob_grad_label_v_frac,sob_grad_label_v_mean,sob_dhdv_pred_mean,sob_v_spline_mean,sob_gate_mean,sob_gate_frac_active,sob_gate_dhdv_pred,L_in_task,L_anorm,L_smooth,L_satex,L_pretanh,L_out,L_pi_total,grad_norm_VS,grad_norm_pi,grad_leak_VS_from_Lpi,abs_action_mean,abs_action_max,satfrac_a_phi,L_rate_raw,L_rate_weighted,mean_abs_du,L_u_raw,L_u_weighted,L_deficit,mean_deficit_active,deficit_active_frac,deficit_clip_frac,mean_abs_deficit_feature,L_friction,proj_mag_bptt,probe_h_min,probe_h_max,probe_h_mean
12600,7032.144176006317,10600,0.5214448061955026,0.9742647058823529,0.21214285714285713,0.3837910293934104,0.0,0.14285714285714285,0.145,0.0,0.0,0.013699314557015896,0.013699314557015896,0.054361979166666664,0.054361979166666664,-0.6492550373077393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.4336700439453,155.6444091796875,3.4166007041931152,0.0,0.05220937356352806,0.014145167544484138,152.614013671875,0.11538589000701904,128.5458984375,0.0,3.0515027046203613,19.6200008392334,0.2506917417049408,11.541375160217285,0.0,1.4808388948440552,152.4385986328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6374961137771606,-0.8786612153053284,0.5163141489028931,-0.5171269178390503
12800,7164.740216732025,10800,0.5137897223062179,0.9746376811594203,0.21857142857142858,0.45637140402755283,0.0,0.15577889447236182,0.08771929824561403,0.0,0.0,0.014446288347244263,0.014446288347244263,0.055419921875,0.055419921875,-0.6522536873817444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.73629760742188,156.92413330078125,3.5060689449310303,0.0,0.05724403262138367,0.01263782661408186,156.994140625,0.08716210722923279,64.97109985351562,0.0,3.0699288845062256,19.6200008392334,0.26687827706336975,11.862189292907715,0.0,1.4943859577178955,153.3697967529297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6589255332946777,-0.8887801170349121,0.5177022218704224,-0.5248718857765198
13000,7296.908066749573,11000,0.506356159685798,0.975,0.225,0.4411251921348664,0.0,0.15656565656565657,0.14622641509433962,0.0,0.0,0.01446224283427,0.01446224283427,0.051513671875,0.051513671875,-0.6504010955492655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.08062744140625,157.45489501953125,3.500316619873047,0.0,0.054270658642053604,0.015104798600077629,158.36221313476562,0.09427550435066223,72.85259246826172,0.0,3.061429500579834,19.6200008392334,0.2712646722793579,12.200900077819824,0.0,1.5147480964660645,153.2530059814453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7154592275619507,-0.8869467973709106,0.62510085105896,-0.525371789932251
13200,7429.360868215561,11200,0.4991346394773501,0.9753521126760564,0.2314285714285714,0.4273654859017169,0.0,0.14285714285714285,0.13761467889908258,0.0,0.0,0.01391562819480896,0.01391562819480896,0.05419921875,0.05419921875,-0.6446046233177185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.07899475097656,158.1781005859375,3.3494315147399902,0.0,0.06283138692378998,0.013884389773011208,165.3898468017578,0.09121289849281311,101.43716430664062,0.0,3.068657159805298,19.6200008392334,0.26490074396133423,11.055848121643066,0.0,1.416570782661438,154.4119873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621216893196106,-0.8980804681777954,0.5903178453445435,-0.5196554660797119
13400,7561.671371459961,11400,0.4921162160440038,0.9756944444444444,0.23785714285714288,0.4149473510262995,0.0,0.11386138613861387,0.1796116504854369,0.0,0.0,0.014084748923778534,0.014084748923778534,0.049153645833333336,0.049153645833333336,-0.652770479520162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.34146118164062,161.07363891601562,3.1420605182647705,0.0,0.057589199393987656,0.015151599422097206,167.771484375,0.09166824072599411,43.102989196777344,0.0,3.108931541442871,19.6200008392334,0.2679280638694763,11.15807056427002,0.0,1.4237828254699707,158.0882568359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646934986114502,-0.8906656503677368,0.5678164958953857,-0.5149345397949219
13600,7705.3639323711395,11600,0.4852924399926241,0.976027397260274,0.24428571428571427,0.40373998430123526,0.0,0.1674641148325359,0.17733990147783252,0.0,0.0,0.014768354594707489,0.014768354594707489,0.055257161458333336,0.055257161458333336,-0.6454912622769674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.89210510253906,162.1126708984375,3.325226306915283,0.0,0.07335411757230759,0.014222893863916397,183.4078826904297,0.1054634302854538,72.9803466796875,0.0,3.1089959144592285,19.6200008392334,0.2904459834098816,12.080885887145996,0.0,1.4506137371063232,158.26065063476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460132837295532,-0.9066410064697266,0.6043353080749512,-0.521038293838501
13800,7838.537717103958,11800,0.4786553242325649,0.9763513513513513,0.2507142857142857,0.3936253358318648,0.0,0.1890547263681592,0.1735159817351598,0.0,0.0,0.014618456363677979,0.014618456363677979,0.05419921875,0.05419921875,-0.6469061970710754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.63433837890625,163.1025848388672,3.070537805557251,0.0,0.06367279589176178,0.01423835288733244,185.1644744873047,0.08754315227270126,56.18950271606445,0.0,3.121535539627075,19.6200008392334,0.2831868529319763,11.529040336608887,0.0,1.4164152145385742,159.18345642089844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6990295648574829,-0.8960064649581909,0.6429929733276367,-0.5224494934082031
14000,7971.432674884796,12000,0.4721973127826747,0.9766666666666667,0.2571428571428571,0.38449686558825796,0.0,0.17209302325581396,0.11894273127753303,0.0,0.0,0.014460282400250435,0.014460282400250435,0.052490234375,0.052490234375,-0.6494725147883097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.66165161132812,162.08413696289062,3.153879165649414,0.0,0.06643084436655045,0.010521183721721172,186.1508331298828,0.08630749583244324,77.40442657470703,0.0,3.0929226875305176,19.6200008392334,0.28455406427383423,12.809085845947266,0.0,1.469770908355713,157.1620330810547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7975032329559326,-0.9014179706573486,0.5780298709869385,-0.5304619669914246
14200,8104.609915971756,12200,0.4659112520704413,0.9769736842105263,0.26357142857142857,0.3762584211934028,0.0,0.15942028985507245,0.1380952380952381,0.0,0.0,0.014341424219310284,0.014341424219310284,0.055338541666666664,0.055338541666666664,-0.6505417029062907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.3975830078125,159.2806396484375,2.968726396560669,0.0,0.05576692894101143,0.016757983714342117,173.7192840576172,0.10811716318130493,79.62793731689453,0.0,3.089684009552002,19.6200008392334,0.26124677062034607,10.947709083557129,0.0,1.3635321855545044,155.8553466796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263500452041626,-0.8994325399398804,0.731707751750946,-0.49775373935699463
14400,8237.645583868027,12400,0.45979036449397437,0.9772727272727273,0.27,0.368823225127046,0.0,0.18009478672985782,0.14354066985645933,0.0,0.0,0.0148683562874794,0.0148683562874794,0.053629557291666664,0.053629557291666664,-0.6494895815849304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.224853515625,157.05764770507812,3.099424362182617,0.0,0.06112312898039818,0.014200976118445396,165.4530487060547,0.08771543204784393,65.31875610351562,0.0,3.0711939334869385,19.6200008392334,0.25851237773895264,11.023420333862305,0.0,1.3742913007736206,154.14141845703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6244975328445435,-0.9090770483016968,0.6500183343887329,-0.5176640152931213
14600,8370.57717871666,12600,0.45382822404141526,0.9775641025641025,0.27642857142857147,0.527862960677159,0.0,0.0945273631840796,0.18867924528301888,0.0,0.0,0.015002451837062836,0.015002451837062836,0.054524739583333336,0.054524739583333336,-0.6477661530176798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.4501953125,157.69456481933594,3.1120569705963135,0.0,0.05293060466647148,0.012587135657668114,168.7028350830078,0.12517723441123962,89.5934829711914,0.0,3.0562119483947754,19.6200008392334,0.2442627102136612,10.893715858459473,0.0,1.3445336818695068,154.8781280517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6245802044868469,-0.9240482449531555,0.6589833498001099,-0.5371174216270447
14800,8503.209306716919,12800,0.4480187337833331,0.9778481012658228,0.28285714285714286,0.586396322011136,0.0,0.13714285714285715,0.17703349282296652,0.0,0.0,0.01446317695081234,0.01446317695081234,0.055501302083333336,0.055501302083333336,-0.643486479918162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.23976135253906,154.27528381347656,3.2305679321289062,0.0,0.052562911063432693,0.01488217618316412,155.3336181640625,0.08122086524963379,52.10396957397461,0.0,3.042027711868286,19.6200008392334,0.24482423067092896,12.004190444946289,0.0,1.4494552612304688,151.3180389404297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6860935688018799,-0.9030428528785706,0.7548038959503174,-0.5077224969863892
15000,8635.864550590515,13000,0.4423561050723798,0.978125,0.2892857142857143,0.5584726806150503,0.0,0.15217391304347827,0.13333333333333333,0.0,0.0,0.014340998604893684,0.014340998604893684,0.054850260416666664,0.054850260416666664,-0.6469090580940247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.95211791992188,154.94512939453125,3.3417258262634277,0.0,0.054180651903152466,0.01513854879885912,166.09226989746094,0.08896424621343613,64.62728118896484,0.0,3.042854070663452,19.6200008392334,0.25100913643836975,12.042497634887695,0.0,1.4642468690872192,151.00137329101562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7119458913803101,-0.8967995643615723,0.7086517810821533,-0.5156850218772888
15200,8781.136675596237,13200,0.436834838300975,0.9783950617283951,0.2957142857142857,0.5332715942550829,0.0,0.13612565445026178,0.1583710407239819,0.0,0.0,0.01479310542345047,0.01479310542345047,0.055989583333333336,0.055989583333333336,-0.6400806307792664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.23165893554688,159.6451873779297,3.451399326324463,0.0,0.06186636537313461,0.015287257730960846,163.62550354003906,0.09477031230926514,71.2784652709961,0.0,3.076174259185791,19.6200008392334,0.2609049677848816,12.133286476135254,0.0,1.4469702243804932,155.64649963378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701711893081665,-0.8984442353248596,0.7470595240592957,-0.5139867067337036
15400,8915.262264728546,13400,0.43144970508255776,0.9786585365853658,0.3021428571428571,0.5912776138152123,0.0,0.13966480446927373,0.1792452830188679,0.0,0.0,0.01500134076923132,0.01500134076923132,0.055257161458333336,0.055257161458333336,-0.6393166581789652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.5554962158203,161.1623077392578,3.4773712158203125,0.0,0.060841284692287445,0.014050856232643127,171.02639770507812,0.09605778753757477,78.57374572753906,0.0,3.0966129302978516,19.6200008392334,0.2562825679779053,12.5831298828125,0.0,1.4683330059051514,158.34046936035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7140787243843079,-0.9117072820663452,0.7214996218681335,-0.5087881088256836
15600,9049.261063098907,13600,0.4261957317350219,0.9789156626506024,0.3085714285714286,0.562878046468229,0.0,0.12698412698412698,0.16071428571428573,0.0,0.0,0.014522112905979156,0.014522112905979156,0.049641927083333336,0.049641927083333336,-0.6521971225738525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.09768676757812,162.0547332763672,3.5028860569000244,0.0,0.0603230781853199,0.01736053079366684,162.61624145507812,0.08731494843959808,62.2108154296875,0.0,3.1137115955352783,19.6200008392334,0.27448731660842896,12.094395637512207,0.0,1.4631637334823608,158.94046020507812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7025414109230042,-0.9025254249572754,0.6845321655273438,-0.5147175788879395
15800,9183.284407615662,13800,0.4210681839566476,0.9791666666666666,0.315,0.6179974369375767,0.0,0.12727272727272726,0.18181818181818182,0.0,0.0,0.015874288976192474,0.015874288976192474,0.055826822916666664,0.055826822916666664,-0.6399139165878296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.53021240234375,161.78509521484375,3.485886812210083,0.0,0.05637932941317558,0.016114473342895508,164.02926635742188,0.10772725939750671,72.87776947021484,0.0,3.097105026245117,19.6200008392334,0.24763184785842896,11.655908584594727,0.0,1.4374852180480957,158.54458618164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6548416614532471,-0.8975828886032104,0.692582368850708,-0.5095424056053162
16000,9317.254195213318,14000,0.41606255259526564,0.9794117647058823,0.32142857142857145,0.586992686836163,0.0,0.14754098360655737,0.12053571428571429,0.0,0.0,0.01505060400813818,0.01505060400813818,0.055501302083333336,0.055501302083333336,-0.6399751901626587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.05453491210938,161.6759490966797,3.570758581161499,0.0,0.06592907011508942,0.014765473082661629,165.56576538085938,0.10682505369186401,47.121944427490234,0.0,3.1171295642852783,19.6200008392334,0.2791503965854645,12.396580696105957,0.0,1.4888966083526611,158.53956604003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6881814002990723,-0.9036267995834351,0.6417818069458008,-0.5261836051940918
16200,9451.531939983368,14200,0.41117454042073326,0.9796511627906976,0.32785714285714285,0.6440108998696371,0.0,0.09844559585492228,0.136986301369863,0.0,0.0,0.015329918824136257,0.015329918824136257,0.056803385416666664,0.056803385416666664,-0.6454510490099589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.37808227539062,159.40928649902344,3.4056711196899414,0.0,0.060736287385225296,0.014278492890298367,167.75411987304688,0.12374424934387207,47.474220275878906,0.0,3.0928633213043213,19.6200008392334,0.27210289239883423,11.697127342224121,0.0,1.4554890394210815,156.06048583984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6654549241065979,-0.888514518737793,0.756057620048523,-0.509186863899231
16400,9585.312380552292,14400,0.40640004981914984,0.9798850574712644,0.3342857142857143,0.6104698371323475,0.0,0.10179640718562874,0.1712962962962963,0.0,0.0,0.015338676050305367,0.015338676050305367,0.057047526041666664,0.057047526041666664,-0.6379151344299316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0807647705078,154.09124755859375,3.211026906967163,0.0,0.05143364518880844,0.011495083570480347,154.16131591796875,0.10043352097272873,46.76698303222656,0.0,3.027911424636841,19.6200008392334,0.23379720747470856,11.237728118896484,0.0,1.3877674341201782,150.17042541503906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6460984945297241,-0.8785596489906311,0.6262648105621338,-0.5100948810577393
16600,9730.533916711807,14600,0.40173517133474684,0.9801136363636364,0.3407142857142857,0.6609490280119436,0.0,0.12650602409638553,0.14634146341463414,0.0,0.0,0.015063423663377762,0.015063423663377762,0.057779947916666664,0.057779947916666664,-0.6412066618601481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.3372802734375,156.9864959716797,3.1798975467681885,0.0,0.05765588581562042,0.013072004541754723,158.56617736816406,0.08227094262838364,60.396156311035156,0.0,3.0718436241149902,19.6200008392334,0.24366049468517303,10.894120216369629,0.0,1.3571134805679321,154.29440307617188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6260386109352112,-0.8861377835273743,0.6989803314208984,-0.49876052141189575
16800,9864.996806144714,14800,0.3971761729920657,0.9803370786516854,0.34714285714285714,0.710756497780779,0.0,0.09340659340659341,0.12962962962962962,0.0,0.0,0.01574873924255371,0.01574873924255371,0.054524739583333336,0.054524739583333336,-0.6371626655260721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.3058624267578,159.92784118652344,3.251354694366455,0.0,0.06397508084774017,0.014488287270069122,164.6957244873047,0.11159079521894455,80.18016052246094,0.0,3.0903031826019287,19.6200008392334,0.28271484375,12.3910551071167,0.0,1.4573185443878174,155.11660766601562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6979637742042542,-0.8930120468139648,0.7471074461936951,-0.4913993775844574
17000,9999.261007070541,15000,0.39271949033717923,0.9805555555555555,0.3535714285714286,0.751457739247153,0.0,0.16049382716049382,0.16744186046511628,0.0,0.0,0.015284756198525429,0.015284756198525429,0.05615234375,0.05615234375,-0.6411492427190145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.92739868164062,159.85853576660156,3.1192986965179443,0.0,0.0551300086081028,0.013023179955780506,158.29129028320312,0.11138221621513367,60.98285675048828,0.0,3.0859971046447754,19.6200008392334,0.2628011107444763,11.268811225891113,0.0,1.3841880559921265,155.86270141601562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6479648947715759,-0.891120195388794,0.702653169631958,-0.5092072486877441
17200,10133.424223423004,15200,0.38836171714203255,0.9807692307692307,0.36000000000000004,0.7881906096705554,0.0,0.13071895424836602,0.1388888888888889,0.0,0.0,0.015114616602659225,0.015114616602659225,0.054443359375,0.054443359375,-0.6429498990376791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.2069549560547,156.32896423339844,3.5483334064483643,0.0,0.06149434298276901,0.01087743416428566,161.4429931640625,0.0780944749712944,78.16236877441406,0.0,3.054651975631714,19.6200008392334,0.26634928584098816,12.685972213745117,0.0,1.4847984313964844,152.6704864501953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7013723850250244,-0.8750970959663391,0.7097245454788208,-0.49356985092163086
17400,10267.419955015182,15400,0.38409959672100075,0.9809782608695652,0.36642857142857144,0.8255920252276762,0.0,0.07643312101910828,0.178743961352657,0.0,0.0,0.014792337082326412,0.014792337082326412,0.050537109375,0.050537109375,-0.6460011005401611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.25289916992188,158.85540771484375,3.361572265625,0.0,0.06399451196193695,0.014425907284021378,160.6001434326172,0.11045211553573608,69.57647705078125,0.0,3.086071491241455,19.6200008392334,0.2809651792049408,12.354649543762207,0.0,1.461928367614746,155.41212463378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7098332047462463,-0.8895600438117981,0.7994022965431213,-0.5057296752929688
17600,10401.368356227875,15600,0.3799300138131007,0.9811827956989247,0.3728571428571429,0.9400968027679776,0.0,0.050955414012738856,0.11261261261261261,0.0,0.0,0.015748891979455948,0.015748891979455948,0.054524739583333336,0.054524739583333336,-0.6433046062787374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.984619140625,156.81126403808594,3.428131580352783,0.0,0.057461172342300415,0.01246707420796156,157.2292022705078,0.08124499022960663,86.0389175415039,0.0,3.0574636459350586,19.6200008392334,0.2607177793979645,11.736433982849121,0.0,1.4086540937423706,153.24510192871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6463627219200134,-0.879034161567688,0.7220361232757568,-0.498067706823349
17800,10535.203929662704,15800,0.3758499869873457,0.9813829787234043,0.3792857142857143,1.0434373644980997,0.0,0.08074534161490683,0.1278538812785388,0.0,0.0,0.015305187553167343,0.015305187553167343,0.054931640625,0.054931640625,-0.6388312776883444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.31146240234375,157.38845825195312,3.1786000728607178,0.0,0.054511986672878265,0.012008203193545341,156.5568389892578,0.09822885692119598,60.07946014404297,0.0,3.0824780464172363,19.6200008392334,0.27367350459098816,11.186603546142578,0.0,1.3775508403778076,154.63421630859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6280141472816467,-0.8712068796157837,0.7475388050079346,-0.4927307963371277
18000,10669.693949699402,16000,0.37185666153231717,0.9815789473684211,0.3857142857142857,1.0559522214595347,0.0,0.06790123456790123,0.10666666666666667,0.0,0.0,0.015898320823907852,0.015898320823907852,0.052571614583333336,0.052571614583333336,-0.6400035818417867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.7292022705078,154.4171905517578,2.924067735671997,0.0,0.049854714423418045,0.011637484654784203,139.79580688476562,0.08909936249256134,38.47148513793945,0.0,3.0462963581085205,19.6200008392334,0.2491292506456375,10.9230375289917,0.0,1.3370003700256348,151.1837615966797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6352304220199585,-0.8703973293304443,0.7672130465507507,-0.49658748507499695
18200,10816.07298374176,16200,0.36794730279432114,0.9817708333333334,0.3921428571428572,1.14799687986723,0.0,0.0784313725490196,0.17972350230414746,0.0,0.0,0.015063892118632793,0.015063892118632793,0.053629557291666664,0.053629557291666664,-0.6452401479085287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.2580108642578,152.2964324951172,3.1494956016540527,0.0,0.04425067454576492,0.01113734021782875,137.23538208007812,0.08778971433639526,111.0461196899414,0.0,3.02276611328125,19.6200008392334,0.23466798663139343,11.157341957092285,0.0,1.370155692100525,148.69456481933594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6463121175765991,-0.8814377784729004,0.7760497331619263,-0.49787935614585876
18400,10951.36730337143,16400,0.3641192899314505,0.9819587628865979,0.3985714285714286,1.231067184080175,0.0,0.032679738562091505,0.12962962962962962,0.0,0.0,0.015995409339666367,0.015995409339666367,0.054117838541666664,0.054117838541666664,-0.6402003963788351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.42266845703125,155.55264282226562,3.0214529037475586,0.0,0.05438004061579704,0.00998032744973898,150.559814453125,0.10593660920858383,50.946842193603516,0.0,3.050776481628418,19.6200008392334,0.23505046963691711,10.287952423095703,0.0,1.3016357421875,152.10342407226562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916763544082642,-0.8700017333030701,0.8437805771827698,-0.5092486143112183
18600,11086.521761417389,16600,0.3603701100535673,0.9821428571428571,0.405,1.306038133632358,0.0,0.05806451612903226,0.13333333333333333,0.0,0.0,0.015558930113911629,0.015558930113911629,0.056233723958333336,0.056233723958333336,-0.6348048647244772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.31512451171875,154.8165740966797,3.115663766860962,0.0,0.0486159473657608,0.009330060333013535,152.41893005371094,0.11165446043014526,52.73725509643555,0.0,3.034731388092041,19.6200008392334,0.23872071504592896,11.439395904541016,0.0,1.382657527923584,150.6068115234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6796301603317261,-0.8588013648986816,0.6821119785308838,-0.4889642596244812
18800,11221.842040538788,16800,0.3566973527206839,0.9823232323232324,0.4114285714285714,1.3736994156032032,0.0,0.0784313725490196,0.12264150943396226,0.0,0.0,0.016426410526037216,0.016426410526037216,0.057698567708333336,0.057698567708333336,-0.633025586605072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.4009552001953,153.7432098388672,3.21325945854187,0.0,0.04641145467758179,0.010249788872897625,155.4589385986328,0.09951227903366089,88.44400024414062,0.0,3.051577568054199,19.6200008392334,0.23768718540668488,10.531476020812988,0.0,1.3436142206192017,151.66175842285156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5698275566101074,-0.850294828414917,0.6191608905792236,-0.4902474880218506
